listingId,realtyNo,realtyId,advertiseOwnerName,mainCategoryName,categories,subCategoryName,mainCategoryId,categoryId,cityId,cityName,countyId,countyName,areaName,areaId,districtId,districtName,title,age,roomAndLivingRoom,sqm,floorName,floorId,bathRoom,livingRoom,room,floorCount,mapLatLon,detailUrl,breadcrumbs4Url,breadcrumbs3Url,imageUrl,images,imageCount,description,createdDate,updatedDate,startDate,endDate,realtyPrice,realtyPriceCurrencyCode,realtyPriceTl,realtyPriceCurrencyId,showPrice,firmUserId,firmUserFirstName,firmUserLastName,firmUserPhoto,firmId,firmLogo,firmUserFullName,productCount,featuringProduct,superRealty,firmSummaryPackageCategoryTypeId,buildStateId,buildStateName,furnished,sideName,fuelName,heatingName,heatingId,amount,currencycode,creditName,productIds
SAMPLE-001787,89538,10001786,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,54,Sakarya,1101,İlçe_1101,Bölge_513,"189,401,943",96492,Mahalle_96492,SATILIK DÜKKAN & MAĞAZA,1.0,4+1,231.0,Zemin,101200.0,0,0,4,,"39.336,29.5009",https://example.com/sample-listing/001787,https://example.com/sample-location/01786,https://example.com/sample-location/01786,https://example.com/sample-image/001787.jpg,https://example.com/sample-image/001787.jpg,21,Merkezi konumda satılık ticari gayrimenkul.,2024-01-17T11:15:00.000Z,2024-03-15T11:15:00.000Z,2024-01-19T11:15:00.000Z,2024-04-24T11:15:00.000Z,4680000,TL,4680000,1,false,4741,Örnek Emlak 37,Danışmanlığı,sample/profile_01786.jpg,,,Mehmet Kaya,0.0,False,false,166230.0,101604.0,,False,,,Klima,,0.0,,Bilinmiyor,
SAMPLE-001788,107047,10001787,Firma,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,16,Bursa,1559,İlçe_1559,Bölge_367,"777,740,714",77121,Mahalle_77121,SATILIK DÜKKAN & MAĞAZA,1.0,Stüdyo,107.0,,101207.0,0,0,0,,"39.12,29.2902",https://example.com/sample-listing/001788,https://example.com/sample-location/01787,https://example.com/sample-location/01787,https://example.com/sample-image/001788.jpg,https://example.com/sample-image/001788.jpg,12,Yatırıma uygun işyeri.,2025-08-22T04:57:00.000Z,2025-09-22T04:57:00.000Z,2025-08-31T04:57:00.000Z,2026-01-27T04:57:00.000Z,2160000,TL,2160000,1,false,5059,Örnek Emlak 38,Yatırım,,3667,https://example.com/sample-logo/01787.png,Ayşe Demir,0.0,False,false,15067.0,101602.0,İkinci El,False,,,Soba,101303.0,0.0,,Uygun,
SAMPLE-001789,137134,10001788,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,80,Osmaniye,1731,İlçe_1731,Bölge_97,"591,304,199",11433,Mahalle_11433,SATILIK DÜKKAN & MAĞAZA,1.0,1+1,124.0,5. Kat,101206.0,0,0,1,,"36.462,26.6208",https://example.com/sample-listing/001789,https://example.com/sample-location/01788,https://example.com/sample-location/01788,https://example.com/sample-image/001789.jpg,https://example.com/sample-image/001789.jpg,20,Ulaşımı kolay ve merkezi konumda.,2025-02-06T01:39:00.000Z,2025-03-08T01:39:00.000Z,2025-02-09T01:39:00.000Z,2025-04-21T01:39:00.000Z,3870000,TL,3870000,1,false,7670,Örnek Emlak 39,Yatırım,sample/profile_01788.jpg,6144,https://example.com/sample-logo/01788.png,Fatma Şahin,0.0,False,false,130498.0,101608.0,,False,,Yok,,101310.0,0.0,TL,Uygun,
SAMPLE-001790,79087,10001789,Emlakçıdan,İşyeri,İşyeri Satılık,Atölye,1000020000,1000010000,45,Manisa,1856,İlçe_1856,Bölge_601,"126,311,274",93933,Mahalle_93933,SATILIK ATÖLYE,20.0,Stüdyo,69.0,,101202.0,0,0,0,10.0,"41.1415,39.9785",https://example.com/sample-listing/001790,https://example.com/sample-location/01789,https://example.com/sample-location/01789,https://example.com/sample-image/001790.jpg,https://example.com/sample-image/001790.jpg,12,Yatırıma uygun işyeri.,2025-03-23T15:54:00.000Z,2025-04-01T15:54:00.000Z,2025-03-31T15:54:00.000Z,2025-07-25T15:54:00.000Z,1910000,TL,1910000,1,true,5413,Örnek Emlak 40,Yatırım,,,https://example.com/sample-logo/01789.png,Zeynep Çelik,0.0,False,false,110055.0,,İkinci El,False,,,,,0.0,,Uygun,
SAMPLE-001791,149640,10001790,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,1,Adana,1883,İlçe_1883,Bölge_771,"753,398,183",149626,Mahalle_149626,SATILIK DÜKKAN & MAĞAZA,25.0,4+1,157.0,2. Kat,101203.0,0,0,4,,"38.0552,33.2536",https://example.com/sample-listing/001791,https://example.com/sample-location/01790,https://example.com/sample-location/01790,https://example.com/sample-image/001791.jpg,https://example.com/sample-image/001791.jpg,9,Detaylı bilgi için iletişime geçebilirsiniz.,2024-09-30T23:52:00.000Z,2024-10-17T23:52:00.000Z,2024-10-08T23:52:00.000Z,2025-01-30T23:52:00.000Z,6920000,TL,6920000,1,false,7592,Örnek Emlak 41,Yatırım,sample/profile_01790.jpg,5421,,Emre Arslan,0.0,False,false,17674.0,,İkinci El,False,,Doğalgaz,Merkezi,101307.0,0.0,,Bilinmiyor,
SAMPLE-001792,67714,10001791,Emlakçıdan,İşyeri,İşyeri Satılık,Depo & Antrepo,1000020000,1000010000,63,Şanlıurfa,1230,İlçe_1230,Bölge_769,"584,964,218",11299,Mahalle_11299,SATILIK DEPO & ANTREPO,,Stüdyo,111.0,6. Kat,101207.0,0,0,0,2.0,"39.7566,44.4632",https://example.com/sample-listing/001792,https://example.com/sample-location/01791,https://example.com/sample-location/01791,https://example.com/sample-image/001792.jpg,https://example.com/sample-image/001792.jpg,5,Ulaşımı kolay ve merkezi konumda.,2025-02-16T20:44:00.000Z,2025-03-29T20:44:00.000Z,2025-02-20T20:44:00.000Z,2025-05-30T20:44:00.000Z,3450000,TL,3450000,1,true,3796,Örnek Emlak 42,Danışmanlığı,,6851,https://example.com/sample-logo/01791.png,Burak Aydın,0.0,False,false,37653.0,101608.0,,False,,,Kombi,101302.0,0.0,,Uygun,
SAMPLE-001793,24336,10001792,Sahibinden,İşyeri,İşyeri Satılık,Apartman,1000020000,1000010000,41,Kocaeli,1629,İlçe_1629,Bölge_562,"415,903,507",29921,Mahalle_29921,SATILIK APARTMAN,10.0,2+1,94.0,10. Kat,101211.0,0,0,2,8.0,"36.0462,35.9047",https://example.com/sample-listing/001793,https://example.com/sample-location/01792,https://example.com/sample-location/01792,https://example.com/sample-image/001793.jpg,https://example.com/sample-image/001793.jpg,18,Detaylar için ilan sahibi ile iletişime geçiniz.,2024-05-21T15:08:00.000Z,2024-07-01T15:08:00.000Z,2024-05-26T15:08:00.000Z,2024-08-21T15:08:00.000Z,6690000,TL,6690000,1,false,4531,Örnek Emlak 43,Gayrimenkul,sample/profile_01792.jpg,5254,https://example.com/sample-logo/01792.png,Elif Öztürk,0.0,False,false,27806.0,101603.0,İkinci El,True,,Yok,,101300.0,0.0,TL,Uygun,
SAMPLE-001794,30959,10001793,Emlakçıdan,İşyeri,İşyeri Satılık,Plaza Katı,1000020000,1000010000,42,Konya,1331,İlçe_1331,Bölge_1141,"582,600,776",54012,Mahalle_54012,SATILIK PLAZA KATI,25.0,Stüdyo,145.0,5. Kat,,0,0,0,,"37.1132,40.4851",https://example.com/sample-listing/001794,https://example.com/sample-location/01793,https://example.com/sample-location/01793,https://example.com/sample-image/001794.jpg,https://example.com/sample-image/001794.jpg,7,Yatırıma uygun işyeri.,2024-02-19T20:21:00.000Z,2024-04-08T20:21:00.000Z,2024-02-27T20:21:00.000Z,2024-05-31T20:21:00.000Z,4090000,TL,4090000,1,false,2463,Örnek Emlak 44,Gayrimenkul,sample/profile_01793.jpg,3098,https://example.com/sample-logo/01793.png,Mert Koç,0.0,False,false,168220.0,101601.0,,False,,,Yok,101313.0,0.0,,Uygun,
SAMPLE-001795,20141,10001794,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,27,Gaziantep,1515,İlçe_1515,Bölge_891,"371,193,757",87029,Mahalle_87029,SATILIK DÜKKAN & MAĞAZA,5.0,1+1,128.0,,,0,0,1,10.0,"38.7261,31.0134",https://example.com/sample-listing/001795,https://example.com/sample-location/01794,https://example.com/sample-location/01794,https://example.com/sample-image/001795.jpg,https://example.com/sample-image/001795.jpg,25,Merkezi konumda satılık ticari gayrimenkul.,2024-07-30T12:59:00.000Z,2024-08-25T12:59:00.000Z,2024-08-07T12:59:00.000Z,2024-11-09T12:59:00.000Z,3040000,TL,3040000,1,false,5664,Örnek Emlak 45,Emlak,sample/profile_01794.jpg,,,Ece Kurt,0.0,False,false,152528.0,101605.0,,False,,Elektrik,Yerden Isıtma,101312.0,0.0,,Uygun,
SAMPLE-001796,99689,10001795,Emlakçıdan,İşyeri,İşyeri Satılık,İmalathane,1000020000,1000010000,42,Konya,1661,İlçe_1661,Bölge_884,"657,496,289",84730,Mahalle_84730,SATILIK İMALATHANE,10.0,4+1,64.0,4. Kat,101205.0,0,0,4,2.0,"41.1726,41.7395",https://example.com/sample-listing/001796,https://example.com/sample-location/01795,https://example.com/sample-location/01795,https://example.com/sample-image/001796.jpg,https://example.com/sample-image/001796.jpg,1,Yatırıma uygun işyeri.,2025-12-14T09:39:00.000Z,2026-01-30T09:39:00.000Z,2025-12-19T09:39:00.000Z,2026-02-26T09:39:00.000Z,2640000,TL,2640000,1,true,2107,Örnek Emlak 46,Danışmanlığı,,4548,https://example.com/sample-logo/01795.png,Can Polat,0.0,False,false,94906.0,101604.0,İkinci El,False,,,Soba,101301.0,0.0,,Uygun,
SAMPLE-001797,142585,10001796,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,46,Kahramanmaraş,1276,İlçe_1276,Bölge_1019,"479,490,478",55614,Mahalle_55614,SATILIK DÜKKAN & MAĞAZA,0.0,Stüdyo,236.0,7. Kat,101208.0,0,0,0,8.0,"40.0976,31.1923",https://example.com/sample-listing/001797,https://example.com/sample-location/01796,https://example.com/sample-location/01796,https://example.com/sample-image/001797.jpg,https://example.com/sample-image/001797.jpg,29,Yatırıma uygun işyeri.,2025-08-10T02:06:00.000Z,2025-08-28T02:06:00.000Z,2025-08-20T02:06:00.000Z,2025-10-19T02:06:00.000Z,8800000,TL,8800000,1,true,2622,Örnek Emlak 47,Danışmanlığı,sample/profile_01796.jpg,2546,https://example.com/sample-logo/01796.png,Deniz Aksoy,0.0,False,false,55270.0,101604.0,İkinci El,False,,Elektrik,,101302.0,0.0,,Uygun,
SAMPLE-001798,122252,10001797,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,80,Osmaniye,1224,İlçe_1224,Bölge_841,"291,556,145",33422,Mahalle_33422,SATILIK DÜKKAN & MAĞAZA,15.0,2+1,251.0,4. Kat,101205.0,0,0,2,,"40.0886,39.1686",https://example.com/sample-listing/001798,https://example.com/sample-location/01797,https://example.com/sample-location/01797,https://example.com/sample-image/001798.jpg,https://example.com/sample-image/001798.jpg,27,Yatırıma uygun işyeri.,2025-09-05T22:09:00.000Z,2025-11-03T22:09:00.000Z,2025-09-12T22:09:00.000Z,2025-12-25T22:09:00.000Z,5460000,TL,5460000,1,true,2769,Örnek Emlak 48,Emlak,sample/profile_01797.jpg,4072,https://example.com/sample-logo/01797.png,Selin Güneş,0.0,False,false,84687.0,101605.0,İkinci El,False,,Merkezi,Klima,101308.0,0.0,,Uygun,
SAMPLE-001799,123891,10001798,Emlakçıdan,İşyeri,İşyeri Satılık,Atölye,1000020000,1000010000,78,Karabük,1482,İlçe_1482,Bölge_103,"369,550,576",46941,Mahalle_46941,SATILIK ATÖLYE,25.0,Stüdyo,72.0,,101200.0,0,0,0,5.0,"40.3056,37.5869",https://example.com/sample-listing/001799,https://example.com/sample-location/01798,https://example.com/sample-location/01798,https://example.com/sample-image/001799.jpg,https://example.com/sample-image/001799.jpg,22,Detaylı bilgi için iletişime geçebilirsiniz.,2025-12-28T16:52:00.000Z,2026-02-06T16:52:00.000Z,2026-01-05T16:52:00.000Z,2026-05-03T16:52:00.000Z,2760000,TL,2760000,1,true,5410,Örnek Emlak 49,Danışmanlığı,sample/profile_01798.jpg,2003,https://example.com/sample-logo/01798.png,Berk Tekin,0.0,False,false,17838.0,,,False,,,Merkezi,101307.0,0.0,,Uygun,
SAMPLE-001800,32811,10001799,Emlakçıdan,İşyeri,İşyeri Satılık,Büro,1000020000,1000010000,10,Balıkesir,2128,İlçe_2128,Bölge_670,"369,331,957",93828,Mahalle_93828,SATILIK BÜRO,15.0,1+1,1316.0,,101204.0,0,0,1,,"38.471,30.9959",https://example.com/sample-listing/001800,https://example.com/sample-location/01799,https://example.com/sample-location/01799,https://example.com/sample-image/001800.jpg,https://example.com/sample-image/001800.jpg,8,Ulaşımı kolay ve merkezi konumda.,2024-12-23T13:28:00.000Z,2025-01-23T13:28:00.000Z,2025-01-01T13:28:00.000Z,2025-05-16T13:28:00.000Z,48150000,TL,48150000,1,false,2322,Örnek Emlak 50,Yatırım,sample/profile_01799.jpg,5280,https://example.com/sample-logo/01799.png,Derya Doğan,0.0,False,false,112461.0,101608.0,İkinci El,False,,,Merkezi,101311.0,0.0,,Uygun,
SAMPLE-001801,23370,10001800,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,35,İzmir,1284,İlçe_1284,Bölge_893,"375,677,163",75896,Mahalle_75896,SATILIK DÜKKAN & MAĞAZA,20.0,2+0,59.0,6. Kat,101207.0,0,0,2,5.0,"40.0384,37.8518",https://example.com/sample-listing/001801,https://example.com/sample-location/01800,https://example.com/sample-location/01800,https://example.com/sample-image/001801.jpg,https://example.com/sample-image/001801.jpg,3,Yatırıma uygun işyeri.,2025-10-03T21:09:00.000Z,2025-10-13T21:09:00.000Z,2025-10-08T21:09:00.000Z,2026-01-14T21:09:00.000Z,3750000,TL,3750000,1,false,5895,Örnek Emlak 51,Property,sample/profile_01800.jpg,6902,https://example.com/sample-logo/01800.png,Ahmet Yılmaz,0.0,False,false,180052.0,101601.0,İkinci El,True,,Doğalgaz,,101302.0,0.0,,Uygun,
SAMPLE-001802,57617,10001801,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,90,Yalova,1183,İlçe_1183,Bölge_537,"254,870,813",56870,Mahalle_56870,SATILIK DÜKKAN & MAĞAZA,15.0,2+0,190.0,,101210.0,0,0,2,,"38.5528,39.4175",https://example.com/sample-listing/001802,https://example.com/sample-location/01801,https://example.com/sample-location/01801,https://example.com/sample-image/001802.jpg,https://example.com/sample-image/001802.jpg,20,Ulaşımı kolay ve merkezi konumda.,2025-05-28T11:47:00.000Z,2025-07-18T11:47:00.000Z,2025-06-03T11:47:00.000Z,2025-10-26T11:47:00.000Z,9430000,TL,9430000,1,false,2452,Örnek Emlak 52,Emlak,sample/profile_01801.jpg,5801,https://example.com/sample-logo/01801.png,Mehmet Kaya,0.0,False,false,141717.0,,,False,,,Kombi,101301.0,0.0,,Uygun,
SAMPLE-001803,87585,10001802,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,81,Düzce,2039,İlçe_2039,Bölge_332,"783,199,187",100172,Mahalle_100172,SATILIK DÜKKAN & MAĞAZA,15.0,2+0,183.0,9. Kat,101210.0,0,0,2,,"36.6245,35.4685",https://example.com/sample-listing/001803,https://example.com/sample-location/01802,https://example.com/sample-location/01802,https://example.com/sample-image/001803.jpg,https://example.com/sample-image/001803.jpg,20,Ulaşımı kolay ve merkezi konumda.,2024-02-13T05:05:00.000Z,2024-04-09T05:05:00.000Z,2024-02-16T05:05:00.000Z,2024-07-18T05:05:00.000Z,10580000,TL,10580000,1,false,7073,Örnek Emlak 53,Danışmanlığı,sample/profile_01802.jpg,2385,https://example.com/sample-logo/01802.png,Ayşe Demir,0.0,False,false,110355.0,,Sıfır,False,,,Yok,101306.0,0.0,,Uygun,
SAMPLE-001804,61981,10001803,Emlakçıdan,İşyeri,İşyeri Satılık,Ofis,1000020000,1000010000,16,Bursa,1764,İlçe_1764,Bölge_30,"784,452,927",158750,Mahalle_158750,SATILIK OFIS,10.0,2+1,206.0,4. Kat,101205.0,0,0,2,,"38.5684,35.8135",https://example.com/sample-listing/001804,https://example.com/sample-location/01803,https://example.com/sample-location/01803,https://example.com/sample-image/001804.jpg,https://example.com/sample-image/001804.jpg,28,Ulaşımı kolay ve merkezi konumda.,2024-12-31T10:46:00.000Z,2025-02-20T10:46:00.000Z,2025-01-08T10:46:00.000Z,2025-03-13T10:46:00.000Z,6660000,TL,6660000,1,false,6804,Örnek Emlak 54,Emlak,sample/profile_01803.jpg,4284,https://example.com/sample-logo/01803.png,Fatma Şahin,0.0,False,false,134764.0,101603.0,,False,,Merkezi,Kombi,101304.0,0.0,TL,Uygun,
SAMPLE-001805,46087,10001804,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,16,Bursa,1809,İlçe_1809,Bölge_637,"654,523,874",70238,Mahalle_70238,SATILIK DÜKKAN & MAĞAZA,15.0,Stüdyo,432.0,3. Kat,,0,0,0,5.0,"41.4992,44.0221",https://example.com/sample-listing/001805,https://example.com/sample-location/01804,https://example.com/sample-location/01804,https://example.com/sample-image/001805.jpg,https://example.com/sample-image/001805.jpg,27,Detaylı bilgi için iletişime geçebilirsiniz.,2025-10-26T21:13:00.000Z,2025-12-13T21:13:00.000Z,2025-10-30T21:13:00.000Z,2026-02-16T21:13:00.000Z,22600000,TL,22600000,1,false,5188,Örnek Emlak 55,Gayrimenkul,sample/profile_01804.jpg,5224,,Zeynep Çelik,0.0,False,true,12855.0,101601.0,Yapım Aşamasında,False,,,,101306.0,0.0,,Uygun,
SAMPLE-001806,142310,10001805,Emlakçıdan,İşyeri,İşyeri Satılık,Apartman,1000020000,1000010000,34,İstanbul,1831,İlçe_1831,Bölge_645,"703,332,666",63768,Mahalle_63768,SATILIK APARTMAN,0.0,1+1,98.0,7. Kat,101208.0,0,0,1,,"40.8254,32.5651",https://example.com/sample-listing/001806,https://example.com/sample-location/01805,https://example.com/sample-location/01805,https://example.com/sample-image/001806.jpg,https://example.com/sample-image/001806.jpg,22,Detaylar için ilan sahibi ile iletişime geçiniz.,2025-07-24T07:55:00.000Z,2025-09-14T07:55:00.000Z,2025-07-28T07:55:00.000Z,2025-12-23T07:55:00.000Z,9620000,TL,9620000,1,false,6655,Örnek Emlak 56,Yatırım,sample/profile_01805.jpg,3750,https://example.com/sample-logo/01805.png,Emre Arslan,0.0,False,false,148504.0,,İkinci El,False,,Merkezi,Yok,,0.0,,Uygun,
SAMPLE-001807,96998,10001806,Emlakçıdan,İşyeri,İşyeri Satılık,Cafe & Bar,1000020000,1000010000,20,Denizli,2083,İlçe_2083,Bölge_868,"162,960,496",150452,Mahalle_150452,SATILIK CAFE & BAR,5.0,Stüdyo,124.0,5. Kat,,0,0,0,7.0,"36.0383,38.5378",https://example.com/sample-listing/001807,https://example.com/sample-location/01806,https://example.com/sample-location/01806,https://example.com/sample-image/001807.jpg,https://example.com/sample-image/001807.jpg,9,Ulaşımı kolay ve merkezi konumda.,2024-01-21T21:31:00.000Z,2024-02-23T21:31:00.000Z,2024-01-23T21:31:00.000Z,2024-05-03T21:31:00.000Z,3040000,TL,3040000,1,false,7597,Örnek Emlak 57,Gayrimenkul,sample/profile_01806.jpg,6601,https://example.com/sample-logo/01806.png,Burak Aydın,0.0,False,false,135844.0,101608.0,İkinci El,False,,,Klima,,0.0,,Uygun Değil,
SAMPLE-001808,37782,10001807,Emlakçıdan,İşyeri,İşyeri Satılık,Atölye,1000020000,1000010000,21,Diyarbakır,2005,İlçe_2005,Bölge_746,"938,635,528",116726,Mahalle_116726,SATILIK ATÖLYE,10.0,3+1,165.0,5. Kat,101206.0,0,0,3,,"36.7602,43.7287",https://example.com/sample-listing/001808,https://example.com/sample-location/01807,https://example.com/sample-location/01807,https://example.com/sample-image/001808.jpg,https://example.com/sample-image/001808.jpg,25,Merkezi konumda satılık ticari gayrimenkul.,2025-04-09T10:55:00.000Z,2025-04-23T10:55:00.000Z,2025-04-18T10:55:00.000Z,2025-07-10T10:55:00.000Z,4690000,TL,4690000,1,true,7818,Örnek Emlak 58,Yatırım,,6364,https://example.com/sample-logo/01807.png,Elif Öztürk,0.0,False,false,171977.0,,,False,,,,,0.0,,Uygun,
SAMPLE-001809,66925,10001808,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,78,Karabük,1749,İlçe_1749,Bölge_1004,"648,803,987",102523,Mahalle_102523,SATILIK DÜKKAN & MAĞAZA,0.0,3+1,34.0,Zemin,101200.0,0,0,3,2.0,"41.9393,30.2806",https://example.com/sample-listing/001809,https://example.com/sample-location/01808,https://example.com/sample-location/01808,https://example.com/sample-image/001809.jpg,https://example.com/sample-image/001809.jpg,9,Detaylı bilgi için iletişime geçebilirsiniz.,2024-11-23T17:08:00.000Z,2025-01-05T17:08:00.000Z,2024-12-02T17:08:00.000Z,2025-05-07T17:08:00.000Z,500000,TL,500000,1,true,3625,Örnek Emlak 59,Danışmanlığı,sample/profile_01808.jpg,4841,https://example.com/sample-logo/01808.png,Mert Koç,0.0,False,false,156192.0,,İkinci El,False,,Doğalgaz,,,0.0,,Uygun,
SAMPLE-001810,3729,10001809,Emlakçıdan,İşyeri,İşyeri Satılık,Depo & Antrepo,1000020000,1000010000,41,Kocaeli,1638,İlçe_1638,Bölge_908,"586,686,341",53022,Mahalle_53022,SATILIK DEPO & ANTREPO,0.0,Stüdyo,133.0,Yüksek giriş,,0,0,0,,"37.9611,40.8357",https://example.com/sample-listing/001810,https://example.com/sample-location/01809,https://example.com/sample-location/01809,https://example.com/sample-image/001810.jpg,https://example.com/sample-image/001810.jpg,8,Merkezi konumda satılık ticari gayrimenkul.,2024-04-01T05:24:00.000Z,2024-05-21T05:24:00.000Z,2024-04-03T05:24:00.000Z,2024-07-16T05:24:00.000Z,8640000,TL,8640000,1,false,2991,Örnek Emlak 60,Yatırım,sample/profile_01809.jpg,5213,https://example.com/sample-logo/01809.png,Ece Kurt,0.0,False,false,59818.0,101604.0,,False,,,Kombi,,0.0,,Uygun,
SAMPLE-001811,126787,10001810,Emlakçıdan,İşyeri,İşyeri Satılık,İmalathane,1000020000,1000010000,78,Karabük,1262,İlçe_1262,Bölge_697,"587,406,180",79719,Mahalle_79719,SATILIK İMALATHANE,1.0,Stüdyo,162.0,10. Kat,101211.0,0,0,0,7.0,"38.2377,44.7412",https://example.com/sample-listing/001811,https://example.com/sample-location/01810,https://example.com/sample-location/01810,https://example.com/sample-image/001811.jpg,https://example.com/sample-image/001811.jpg,12,Merkezi konumda satılık ticari gayrimenkul.,2024-07-05T13:16:00.000Z,2024-07-24T13:16:00.000Z,2024-07-11T13:16:00.000Z,2024-10-06T13:16:00.000Z,6930000,TL,6930000,1,false,7595,Örnek Emlak 61,Yatırım,sample/profile_01810.jpg,6603,https://example.com/sample-logo/01810.png,Can Polat,0.0,False,true,21297.0,,,False,,,Kombi,,0.0,TL,Uygun,
SAMPLE-001812,129720,10001811,Emlakçıdan,İşyeri,İşyeri Satılık,Plaza,1000020000,1000010000,34,İstanbul,1161,İlçe_1161,Bölge_1101,"504,974,831",59902,Mahalle_59902,SATILIK PLAZA,,Stüdyo,71.0,8. Kat,101209.0,0,0,0,,"37.0003,27.6669",https://example.com/sample-listing/001812,https://example.com/sample-location/01811,https://example.com/sample-location/01811,https://example.com/sample-image/001812.jpg,https://example.com/sample-image/001812.jpg,6,Merkezi konumda satılık ticari gayrimenkul.,2024-08-10T19:23:00.000Z,2024-08-17T19:23:00.000Z,2024-08-17T19:23:00.000Z,2024-11-07T19:23:00.000Z,2840000,TL,2840000,1,false,5500,Örnek Emlak 62,Yatırım,sample/profile_01811.jpg,6895,,Deniz Aksoy,0.0,False,false,25919.0,,,False,,,Merkezi,101310.0,0.0,,Değerlendiriliyor,
SAMPLE-001813,11011,10001812,Sahibinden,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,38,Kayseri,1501,İlçe_1501,Bölge_60,"135,614,684",25473,Mahalle_25473,SATILIK DÜKKAN & MAĞAZA,1.0,6+1,617.0,,101204.0,0,0,6,6.0,"36.5543,33.5014",https://example.com/sample-listing/001813,https://example.com/sample-location/01812,https://example.com/sample-location/01812,https://example.com/sample-image/001813.jpg,https://example.com/sample-image/001813.jpg,3,Detaylar için ilan sahibi ile iletişime geçiniz.,2025-02-11T15:41:00.000Z,2025-03-20T15:41:00.000Z,2025-02-19T15:41:00.000Z,2025-07-03T15:41:00.000Z,17030000,TL,17030000,1,false,3084,Örnek Emlak 63,Emlak,,5399,,Selin Güneş,0.0,False,false,126941.0,,Proje,False,,Doğalgaz,Merkezi,,0.0,,Uygun,
SAMPLE-001814,59199,10001813,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,6,Ankara,1362,İlçe_1362,Bölge_1170,"629,919,685",45042,Mahalle_45042,SATILIK DÜKKAN & MAĞAZA,,3+1,146.0,1. Kat,101202.0,0,0,3,2.0,"36.411,32.6646",https://example.com/sample-listing/001814,https://example.com/sample-location/01813,https://example.com/sample-location/01813,https://example.com/sample-image/001814.jpg,https://example.com/sample-image/001814.jpg,6,Merkezi konumda satılık ticari gayrimenkul.,2025-06-08T08:18:00.000Z,2025-07-29T08:18:00.000Z,2025-06-14T08:18:00.000Z,2025-09-13T08:18:00.000Z,8490000,TL,8490000,1,false,7873,Örnek Emlak 64,Yatırım,sample/profile_01813.jpg,4461,https://example.com/sample-logo/01813.png,Berk Tekin,0.0,False,false,10056.0,101605.0,,False,,Elektrik,Yerden Isıtma,,0.0,,Uygun,
SAMPLE-001815,145703,10001814,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,80,Osmaniye,1298,İlçe_1298,Bölge_923,"793,735,250",87454,Mahalle_87454,SATILIK DÜKKAN & MAĞAZA,0.0,1+0,69.0,6. Kat,101207.0,0,0,1,10.0,"39.4785,29.691",https://example.com/sample-listing/001815,https://example.com/sample-location/01814,https://example.com/sample-location/01814,https://example.com/sample-image/001815.jpg,https://example.com/sample-image/001815.jpg,22,Detaylar için ilan sahibi ile iletişime geçiniz.,2025-02-08T00:28:00.000Z,2025-02-09T00:28:00.000Z,2025-02-13T00:28:00.000Z,2025-07-03T00:28:00.000Z,3040000,TL,3040000,1,false,5401,Örnek Emlak 65,Property,,4732,https://example.com/sample-logo/01814.png,Derya Doğan,0.0,False,false,25730.0,101601.0,İkinci El,False,,,Soba,101303.0,0.0,,Uygun,
SAMPLE-001816,6688,10001815,Emlakçıdan,İşyeri,İşyeri Satılık,Ofis,1000020000,1000010000,21,Diyarbakır,1877,İlçe_1877,Bölge_632,"223,875,559",92340,Mahalle_92340,SATILIK OFIS,1.0,1+1,78.0,2. Kat,101203.0,0,0,1,5.0,"36.642,30.9792",https://example.com/sample-listing/001816,https://example.com/sample-location/01815,https://example.com/sample-location/01815,https://example.com/sample-image/001816.jpg,https://example.com/sample-image/001816.jpg,4,Yatırıma uygun işyeri.,2025-07-28T19:49:00.000Z,2025-08-24T19:49:00.000Z,2025-07-30T19:49:00.000Z,2025-10-14T19:49:00.000Z,2080000,TL,2080000,1,true,4232,Örnek Emlak 66,Emlak,,5483,,Ahmet Yılmaz,0.0,False,false,11087.0,,İkinci El,False,,,Soba,,0.0,,Uygun,
